Marca,Modello,Anno,Tipo,KIT-W-Kit,FLUSHBAR Argento ,"FLUSHBAR MIX Argento 
W-Flush",THRUBAR Argento W-Through,RAILBAR Argento W-RailBar,RAILBAR MIX Argento W-RailBarMix,FLUSHBAR Nere WB-Flush,FLUSHBAR MIX Nere WB-FlushMix,THRUBAR Nere WB-Through,RAILBAR Nere WB-RailBar,RAILBAR MIX nere WB-RailBarMix ,Descrizione tetto
Fiat,Qubo 5p - fixpoint,09/08>05/20,Punti fissi,YK947W,,Y8050198,Y8050189,,,,Y8050237,Y8050229,,,tetto fixpoint
Fiat,Qubo 5p - railing,09/08>05/20,Barre lungitudinali,YK328W,,Y8050198,Y8050189,,,,Y8050237,Y8050229,,,railing standard
Fiat,Scudo (van) - fixpoint,01/07>04/16,Punti fissi,YK462W,Y8050185,,Y8050190,,,Y8050225,,Y8050230,,,tetto fixpoint
Fiat,Sedici - fixpoint,03/06>05/15,Punti fissi,YK331W,Y8050178,,Y8050187,,,Y8050218,,Y8050227,,,tetto fixpoint
Fiat,Sedici - railing,03/06>05/15,Barre lungitudinali,YK328W,Y8050181,,Y8050188,Y8050204,,Y8050221,,Y8050228,Y8050241,,railing standard
Fiat,Stilo 5p - fixpoint,01/02>12/07,Punti fissi,YK618W,,Y8050196,Y8050188,,,,Y8050235,Y8050228,,,tetto fixpoint
Fiat,Stilo Multiwagon - railing,01/02>05/08,Barre lungitudinali,YK328W,,,Y8050188,,,,,Y8050228,,,railing standard
Fiat,Talento (van) - fixpoint,05/16>,Punti fissi,YK928W,,,Y8050190,,,,,Y8050230,,,tetto fixpoint
Fiat,Tipo 4p,12/15>,Tetto nudo,YK1024W,,Y8050194,Y8050188,,,,Y8050233,Y8050228,,,tetto standard
Fiat,Tipo 5p,05/16>,Tetto nudo,YK1024W,,Y8050194,Y8050188,,,,Y8050233,Y8050228,,,tetto standard
Fiat,Tipo sw - profilo,09/16>,Profili integrati,YK1062W,,Y8050193,Y8050187,,,,Y8050232,Y8050227,,,profilo integrato
Ford,C-Max - fixpoint,10/03>10/10,Punti fissi,YK378W,Y8050181,,Y8050188,,,Y8050221,,Y8050228,,,tetto fixpoint
Ford,C-Max (anche tetto vetro),11/10>03/20,Tetto nudo,YK740W,,Y8050197,Y8050189,,,,Y8050236,Y8050229,,,tetto standard
Ford,C-Max 7 - railing,11/10>03/20,Barre lungitudinali,YK328W,,Y8050196,Y8050189,,Y8050210,,Y8050235,Y8050229,,Y8050247,railing standard
Ford,Ecosport,03/14>08/15,Tetto nudo,YK782W,Y8050180,,Y8050188,,,Y8050220,,Y8050228,,,tetto standard
Ford,Ecosport - profilo,03/14>,Profili integrati,YK1001W,Y8050179,,Y8050187,,,Y8050219,,Y8050227,,,profilo integrato
Ford,Ecosport,09/15>,Tetto nudo,YK782W,Y8050180,,Y8050188,,,Y8050220,,Y8050228,,,tetto standard
Ford,Edge (no tetto vetro),07/16>,Tetto nudo,YK1029W,Y8050183,,Y8050189,,,Y8050223,,Y8050229,,,tetto standard
Ford,Edge (solo tetto vetro),07/16>,Tetto nudo,YK1055W,,Y8050198,Y8050189,,,,Y8050237,Y8050229,,,tetto standard
Ford,Edge - profilo,07/16>,Profili integrati,YK1000W,,Y8050195,Y8050188,,,,Y8050234,Y8050228,,,profilo integrato
Ford,Fiesta 5p,05/02>08/08,Tetto nudo,YK175W,Y8050180,,Y8050188,,,Y8050220,,Y8050228,,,tetto standard
Ford,Fiesta 5p,09/08>05/17,Tetto nudo,YK839W,,Y8050194,Y8050188,,,,Y8050233,Y8050228,,,tetto standard
Ford,Fiesta 5p (anche tetto vetro),06/17>,Tetto nudo,YK839W,,Y8050194,Y8050187,,,,Y8050233,Y8050227,,,tetto standard
Ford,Fiesta 5p - profilo,06/17>,Profili integrati,YK1042W,,Y8050192,Y8050187,,,,Y8050231,Y8050227,,,profilo integrato
Ford,Focus 3p - fixpoint,01/08>02/11,Punti fissi,YK412W,Y8050181,,Y8050188,,,Y8050221,,Y8050228,,,tetto fixpoint
Ford,Focus 5p,02/05>12/07,Tetto nudo,YK172W,Y8050181,,Y8050188,,,Y8050221,,Y8050228,,,tetto standard
Ford,Focus 5p - fixpoint,01/08>02/11,Punti fissi,YK602W,Y8050181,,Y8050188,,,Y8050221,,Y8050228,,,tetto fixpoint
Ford,Focus 5p (solo con foro sottoporta),03/11>05/18,Tetto nudo,YK614W,,Y8050196,Y8050188,,,,Y8050235,Y8050228,,,tetto standard
Ford,Focus Wagon,02/05>12/07,Tetto nudo,YK172W,Y8050181,,Y8050188,,,Y8050221,,Y8050228,,,tetto standard
Ford,Focus Wagon - railing,02/05>12/07,Barre lungitudinali,YK328W,,,Y8050187,Y8050201,,,,Y8050227,Y8050238,,railing standard
Ford,Focus Wagon - profilo scanalato,02/05>12/07,Profili a T,YK434W,Y8050180,,Y8050188,,,Y8050220,,Y8050228,,,profilo scanalato
Ford,Focus Wagon - fixpoint,01/08>05/11,Punti fissi,YK602W,,Y8050195,Y8050188,,,,Y8050234,Y8050228,,,tetto fixpoint
Ford,Focus Wagon - railing,01/08>05/11,Barre lungitudinali,YK328W,,,Y8050188,Y8050203,,,,Y8050228,Y8050240,,railing standard
Ford,Focus Wagon,06/11>05/18,Tetto nudo,YK737W,,Y8050196,Y8050188,,,,Y8050235,Y8050228,,,tetto standard
Ford,Focus Wagon - profilo,06/11>05/18,Profili integrati,YK1000W,,Y8050194,Y8050188,,,,Y8050233,Y8050228,,,profilo integrato
Ford,Fusion - fixpoint,08/02>12/05,Punti fissi,YK340W,,Y8050195,Y8050188,,,,Y8050234,Y8050228,,,tetto fixpoint
Ford,Galaxy - profilo scanalato,09/06>03/10,Profili a T,YK434W,,Y8050196,Y8050189,,,,Y8050235,Y8050229,,,profilo scanalato
Ford,Galaxy - profilo,04/10>09/15,Profili integrati,YK764W,,Y8050197,Y8050189,,,,Y8050236,Y8050229,,,profilo integrato
Ford,Galaxy - profilo,10/15>,Profili integrati,YK1042W,,Y8050195,Y8050188,,,,Y8050234,Y8050228,,,profilo integrato
Ford,Gran Tourneo Connect - profilo,11/19>,Profili integrati,YK764W,Y8050183,,Y8050189,,,Y8050223,,Y8050229,,,profilo integrato
Ford,Ka+,10/16>09/19,Tetto nudo,YK1045W,,Y8050195,Y8050187,,,,Y8050234,Y8050227,,,tetto standard
Ford,Kuga - railing,06/08>02/13,Barre lungitudinali,YK328W,,,Y8050188,,Y8050210,,,Y8050228,,Y8050247,railing standard
Ford,Kuga,03/13>10/19,Tetto nudo,YK701W,,Y8050196,Y8050189,,,,Y8050235,Y8050229,,,tetto standard
Ford,Kuga - railing,03/13>10/19,Barre lungitudinali,YK328W,,Y8050196,Y8050188,,,,Y8050235,Y8050228,,,railing standard
Ford,Mondeo 4p - fixpoint,11/00>04/07,Punti fissi,YK370W,Y8050180,,Y8050188,,,Y8050220,,Y8050228,,,tetto fixpoint
Ford,Mondeo 4p,05/07>10/14,Tetto nudo,YK317W,Y8050182,,Y8050189,,,Y8050222,,Y8050229,,,tetto standard
Ford,Mondeo 4p,11/14>,Tetto nudo,YK915W,,Y8050197,Y8050189,,,,Y8050236,Y8050229,,,tetto standard
Ford,Mondeo 5p,05/07>09/10,Tetto nudo,YK317W,Y8050182,,Y8050188,,,Y8050222,,Y8050228,,,tetto standard
Ford,Mondeo sw,01/01>04/07,Tetto nudo,YK143W,Y8050179,,Y8050187,,,Y8050219,,Y8050227,,,tetto standard
Ford,Mondeo sw - railing,01/01>04/07,Barre lungitudinali,YK328W,,,Y8050188,Y8050202,,,,Y8050228,Y8050239,,railing standard
Ford,Mondeo Wagon - railing,05/07>10/14,Barre lungitudinali,YK328W,,Y8050195,Y8050188,,Y8050209,,Y8050234,Y8050228,,Y8050246,railing standard
Ford,Mondeo Wagon - profilo,05/07>10/14,Profili integrati,YK1000W,,Y8050194,Y8050188,,,,Y8050233,Y8050228,,,profilo integrato
Ford,Mondeo Wagon,11/14>,Tetto nudo,YK1007W,,Y8050197,Y8050188,,,,Y8050236,Y8050228,,,tetto standard
Ford,Mondeo Wagon - profilo,11/14>,Profili integrati,YK1042W,,Y8050194,Y8050188,,,,Y8050233,Y8050228,,,profilo integrato
Ford,Ranger,06/12>,Tetto nudo,YK611W,Y8050182,,Y8050189,,,Y8050222,,Y8050229,,,tetto standard
Ford,S-Max - fixpoint,06/06>09/15,Punti fissi,YK602W,,Y8050198,Y8050189,,,,Y8050237,Y8050229,,,tetto fixpoint
Ford,S-Max,10/15>,Tetto nudo,YK974W,Y8050184,,Y8050189,,,Y8050224,,Y8050229,,,tetto standard
Ford,S-Max - profilo,10/15>,Profili integrati,YK1042W,Y8050182,,Y8050188,,,Y8050222,,Y8050228,,,profilo integrato
Ford,Tourneo Connect - fixpoint,06/02>10/13,Punti fissi,YK440W,Y8050180,,Y8050188,,,Y8050220,,Y8050228,,,tetto fixpoint
Ford,Tourneo Connect - profilo,11/13>,Profili integrati,YK764W,Y8050183,,Y8050189,,,Y8050223,,Y8050229,,,profilo integrato
Ford,Tourneo Connect 7 - profilo,11/14>10/19,Profili integrati,YK764W,Y8050183,,Y8050189,,,Y8050223,,Y8050229,,,profilo integrato
Ford,Tourneo Courier - railing,03/14>,Barre lungitudinali,YK328W,Y8050181,,Y8050188,Y8050204,,Y8050221,,Y8050228,Y8050241,,railing standard
Ford,Transit Connect - fixpoint,06/02>10/13,Punti fissi,YK440W,Y8050180,,Y8050188,,,Y8050220,,Y8050228,,,tetto fixpoint
Ford,Transit Connect - fixpoint,11/13>,Punti fissi,YK838W,,Y8050197,Y8050189,,,,Y8050236,Y8050229,,,tetto fixpoint
Ford,Transit Courier - railing,03/14>,Barre lungitudinali,YK328W,Y8050181,,Y8050188,Y8050204,,Y8050221,,Y8050228,Y8050241,,railing standard
Honda,Accord 4p,04/03>05/08,Tetto nudo,YK194W,Y8050181,,Y8050188,,,Y8050221,,Y8050228,,,tetto standard
Honda,Accord 4p,06/08>09/14,Tetto nudo,YK361W,Y8050181,,Y8050188,,,Y8050221,,Y8050228,,,tetto standard
Honda,Accord Tourer - railing,07/08>12/13,Barre lungitudinali,YK328W,,,Y8050188,,Y8050210,,,Y8050228,,Y8050247,railing standard
Honda,Civic 4p,01/01>04/06,Tetto nudo,YK133W,Y8050179,,Y8050187,,,Y8050219,,Y8050227,,,tetto standard
Honda,Civic 4p,05/06>03/09,Tetto nudo,YK304W,Y8050182,,Y8050188,,,Y8050222,,Y8050228,,,tetto standard
Honda,Civic 4p,03/17>,Tetto nudo,YK1031W,Y8050181,,Y8050188,,,Y8050221,,Y8050228,,,tetto standard
Honda,Civic 5p,01/01>12/05,Tetto nudo,YK135W,,,Y8050187,,,,,Y8050227,,,tetto standard
Honda,Civic 5p,01/06>01/12,Tetto nudo,YK830W,,Y8050194,Y8050188,,,,Y8050233,Y8050228,,,tetto standard
Honda,Civic 5p,02/12>02/17,Tetto nudo,YK661W,,Y8050195,Y8050188,,,,Y8050234,Y8050228,,,tetto standard
Honda,Civic 5p (no tetto vetro),03/17>,Tetto nudo,YK1065W,Y8050181,,Y8050188,,,Y8050221,,Y8050228,,,tetto standard
Honda,Civic Tourer - profilo,04/14>04/18,Profili integrati,YK795W,,,Y8050188,,,,,Y8050228,,,profilo integrato
Honda,CR-V - fixpoint,04/02>12/06,Punti fissi,YK452W,Y8050181,,Y8050188,,,Y8050221,,Y8050228,,,tetto fixpoint
Honda,CR-V - fixpoint,01/07>09/12,Punti fissi,YK448W,Y8050180,,Y8050188,,,Y8050220,,Y8050228,,,tetto fixpoint
Honda,CR-V,10/12>10/18,Tetto nudo,YK673W,,Y8050196,Y8050188,,,,Y8050235,Y8050228,,,tetto standard
Honda,CR-V - profilo,10/12>10/18,Profili integrati,YK676W,,Y8050195,Y8050188,,,,Y8050234,Y8050228,,,profilo integrato
Honda,FR-V 5p - railing,11/04>12/10,Barre lungitudinali,YK328W,,,Y8050190,,,,,Y8050230,,,railing standard
Honda,HR-V,09/15>,Tetto nudo,YK896W,Y8050181,,Y8050188,,,Y8050221,,Y8050228,,,tetto standard
Honda,HR-V - profilo,09/15>,Profili integrati,YK892W,,Y8050195,Y8050188,,,,Y8050234,Y8050228,,,profilo integrato
Honda,Insight Hybrid,04/09>09/13,Tetto nudo,YK542W,Y8050181,,Y8050188,,,Y8050221,,Y8050228,,,tetto standard
Honda,Jazz,10/01>10/08,Tetto nudo,YK145W,Y8050178,,Y8050188,,,Y8050218,,Y8050228,,,tetto standard
Honda,Jazz,11/08>08/15,Tetto nudo,YK446W,,Y8050194,Y8050187,,,,Y8050233,Y8050227,,,tetto standard
Honda,Jazz,09/15>,Tetto nudo,YK853W,,Y8050193,Y8050188,,,,Y8050232,Y8050228,,,tetto standard
Hyundai,Accent,04/06>12/09,Tetto nudo,YK389W,Y8050180,,Y8050188,,,Y8050220,,Y8050228,,,tetto standard
Hyundai,Accent 5p,09/95>03/06,Tetto nudo,YK170W,,,Y8050188,,,,,Y8050228,,,tetto standard
Hyundai,Getz 5p,07/02>01/09,Tetto nudo,YK197W,Y8050179,,Y8050187,,,Y8050219,,Y8050227,,,tetto standard
Hyundai,i10,04/08>10/13,Tetto nudo,YK787W,Y8050179,,Y8050188,,,Y8050219,,Y8050228,,,tetto standard
Hyundai,i10,11/13>02/20,Tetto nudo,YK787W,Y8050180,,Y8050188,,,Y8050220,,Y8050228,,,tetto standard
Hyundai,i20 5p,02/09>10/14,Tetto nudo,YK463W,,Y8050194,Y8050187,,,,Y8050233,Y8050227,,,tetto standard
Hyundai,i20 5p - fixpoint,11/14>,Punti fissi,YK888W,Y8050180,,Y8050188,,,Y8050220,,Y8050228,,,tetto fixpoint
Hyundai,i20 5p (solo Active) - railing,11/14>,Barre lungitudinali,YK328W,,Y8050195,Y8050188,,Y8050209,,Y8050234,Y8050228,,Y8050246,railing standard
Hyundai,i30 3p - fixpoint,01/13>12/16,Punti fissi,YK806W,,Y8050195,Y8050188,,,,Y8050234,Y8050228,,,tetto fixpoint
Hyundai,i30 5p - fixpoint,09/07>02/12,Punti fissi,YK451W,Y8050180,,Y8050188,,,Y8050220,,Y8050228,,,tetto fixpoint
Hyundai,i30 5p - fixpoint,03/12>12/16,Punti fissi,YK451W,,Y8050195,Y8050188,,,,Y8050234,Y8050228,,,tetto fixpoint
Hyundai,i30 5p (solo tetto vetro),01/17>,Tetto nudo,YK1079W,,Y8050195,Y8050188,,,,Y8050234,Y8050228,,,tetto standard
Hyundai,i30 5p - fixpoint,01/17>,Punti fissi,YK1063W,,Y8050195,Y8050188,,,,Y8050234,Y8050228,,,tetto fixpoint
Hyundai,i30 CW,04/08>08/12,Tetto nudo,YK413W,Y8050179,,Y8050188,,,Y8050219,,Y8050228,,,tetto standard
Hyundai,i30 CW - railing,04/08>08/12,Barre lungitudinali,YK328W,,,Y8050188,Y8050202,,,,Y8050228,Y8050239,,railing standard
Hyundai,i30 Fastback 5p (no tetto vetro) - fixpoint,02/18>,Punti fissi,YK1108W,,Y8050196,Y8050188,,,,Y8050235,Y8050228,,,tetto fixpoint
Hyundai,i30 Wagon - fixpoint,09/12>04/17,Punti fissi,YK698W,,Y8050195,Y8050188,,,,Y8050234,Y8050228,,,tetto fixpoint
Hyundai,i30 Wagon - profilo,05/17>,Profili integrati,YK1044W,,Y8050195,Y8050188,,,,Y8050234,Y8050228,,,profilo integrato
Hyundai,i40 Wagon - fixpoint,07/11>08/19,Punti fissi,YK534W,,Y8050195,Y8050188,,,,Y8050234,Y8050228,,,tetto fixpoint
Hyundai,Ioniq,12/16>,Tetto nudo,YK1144W,Y8050181,,Y8050189,,,Y8050221,,Y8050229,,,tetto standard
Hyundai,ix20,11/10>,Tetto nudo,YK784W,,Y8050196,Y8050189,,,,Y8050235,Y8050229,,,tetto standard
Hyundai,ix35,03/10>12/15,Tetto nudo,YK522W,Y8050181,,Y8050188,,,Y8050221,,Y8050228,,,tetto standard
Hyundai,ix35 - railing,03/10>12/15,Barre lungitudinali,YK328W,,Y8050196,Y8050188,,Y8050210,,Y8050235,Y8050228,,Y8050247,railing standard
Hyundai,ix35 - profilo,03/10>12/15,Profili integrati,YK505W,Y8050180,,Y8050188,,,Y8050220,,Y8050228,,,profilo integrato
Hyundai,ix55 - railing,04/09>09/12,Barre lungitudinali,YK328W,,,Y8050189,Y8050204,,,,Y8050229,Y8050241,,railing standard
Hyundai,Matrix - railing,11/01>10/10,Barre lungitudinali,YK328W,,,Y8050188,Y8050202,,,,Y8050228,Y8050239,,railing standard
Hyundai,Santa Fe - railing,01/01>02/06,Barre lungitudinali,YK328W,,,Y8050188,Y8050202,,,,Y8050228,Y8050239,,railing standard
Hyundai,Santa Fe - railing,03/06>09/12,Barre lungitudinali,YK328W,,,Y8050188,Y8050203,,,,Y8050228,Y8050240,,railing standard
Hyundai,Santa Fe - profilo,03/06>09/12,Profili integrati,YK395W,Y8050180,,Y8050188,,,Y8050220,,Y8050228,,,profilo integrato
Hyundai,Santa Fe - profilo,10/12>10/18,Profili integrati,YK775W,Y8050182,,Y8050189,,,Y8050222,,Y8050229,,,profilo integrato
Hyundai,Terracan - profilo scanalato,01/02>12/08,Profili a T,YK333W,Y8050184,,Y8050189,,,Y8050224,,Y8050229,,,profilo scanalato
Hyundai,Tucson - railing,08/04>02/10,Barre lungitudinali,YK328W,,,Y8050188,Y8050203,,,,Y8050228,Y8050240,,railing standard
Hyundai,Tucson,09/15>,Tetto nudo,YK1057W,,Y8050196,Y8050189,,,,Y8050235,Y8050229,,,tetto standard
Hyundai,Tucson (solo tetto vetro) - profilo,09/15>,Profili integrati,YK962W,,Y8050196,Y8050189,,,,Y8050235,Y8050229,,,profilo integrato
Hyundai,Tucson (no tetto vetro) - profilo,09/15>,Profili integrati,YK924W,,Y8050196,Y8050189,,,,Y8050235,Y8050229,,,profilo integrato
Hyundai,Tucson - profilo,09/18>,Profili integrati,YK1129W,,Y8050195,Y8050189,,,,Y8050234,Y8050229,,,profilo integrato
Infiniti,EX,09/08>12/13,Tetto nudo,YK531W,Y8050180,,Y8050188,,,Y8050220,,Y8050228,,,tetto standard
Infiniti,FX - railing,09/08>04/14,Barre lungitudinali,YK328W,Y8050180,,Y8050189,,Y8050210,Y8050220,,Y8050229,,Y8050247,railing standard
Infiniti,G,09/08>12/13,Tetto nudo,YK703W,,Y8050195,Y8050188,,,,Y8050234,Y8050228,,,tetto standard
Infiniti,Q30 - fixpoint,12/15>03/20,Punti fissi,YK650W,,Y8050195,Y8050188,,,,Y8050234,Y8050228,,,tetto fixpoint
Infiniti,Q30 - profilo,12/15>03/20,Profili integrati,YK1051W,,Y8050194,Y8050188,,,,Y8050233,Y8050228,,,profilo integrato
Infiniti,Q50,01/14>03/20,Tetto nudo,YK985W,,Y8050195,Y8050188,,,,Y8050234,Y8050228,,,tetto standard
Infiniti,Q70,01/14>06/19,Tetto nudo,YK984W,,Y8050196,Y8050189,,,,Y8050235,Y8050229,,,tetto standard
Infiniti,QX30 - profilo,08/16>03/20,Profili integrati,YK1051W,,Y8050194,Y8050188,,,,Y8050233,Y8050228,,,profilo integrato
Infiniti,QX50 - railing,01/14>12/17,Barre lungitudinali,YK328W,,Y8050193,Y8050188,,,,Y8050232,Y8050228,,,railing standard
Infiniti,QX70 - railing,01/14>06/19,Barre lungitudinali,YK328W,Y8050180,,Y8050188,,Y8050210,Y8050220,,Y8050228,,Y8050247,railing standard
Jaguar,F-Pace - profilo,04/16>,Profili integrati,YK1025W,,Y8050197,Y8050189,,,,Y8050236,Y8050229,,,profilo integrato
Jaguar,X-Type 4p - fixpoint,04/01>12/09,Punti fissi,YK378W,Y8050180,,Y8050188,,,Y8050220,,Y8050228,,,tetto fixpoint
Jaguar,XF 4p,03/08>10/15,Tetto nudo,YK498W,Y8050181,,Y8050188,,,Y8050221,,Y8050228,,,tetto standard
Jeep,Cherokee - railing,10/01>04/08,Barre lungitudinali,YK328W,,,Y8050188,Y8050204,,,,Y8050228,Y8050241,,railing standard
Jeep,Cherokee - railing,05/08>04/14,Barre lungitudinali,YK328W,,,Y8050189,Y8050206,,,,Y8050229,Y8050243,,railing standard
Jeep,Cherokee,05/14>08/18,Tetto nudo,YK818W,Y8050182,,Y8050189,,,Y8050222,,Y8050229,,,tetto standard
Jeep,Cherokee - railing,05/14>,Barre lungitudinali,YK328W,,Y8050196,Y8050189,,Y8050209,,Y8050235,Y8050229,,Y8050246,railing standard
Jeep,Commander - profilo scanalato,04/06>12/10,Profili a T,YK495W,Y8050185,,Y8050190,,,Y8050225,,Y8050230,,,profilo scanalato
Jeep,Compass - profilo,04/11>07/15,Profili integrati,YK684W,,Y8050195,Y8050188,,,,Y8050234,Y8050228,,,profilo integrato
Jeep,Compass (anche tettuccio) - profilo,07/17>,Profili integrati,YK684W,,Y8050194,Y8050188,,,,Y8050233,Y8050228,,,profilo integrato
Jeep,Grand Cherokee,04/99>05/05,Tetto nudo,YK592W,Y8050181,,Y8050188,,,Y8050221,,Y8050228,,,tetto standard
Jeep,Grand Cherokee - railing,04/99>05/05,Barre lungitudinali,YK328W,,,Y8050188,Y8050203,,,,Y8050228,Y8050240,,railing standard
Jeep,Grand Cherokee - railing,06/05>12/10,Barre lungitudinali,YK328W,,,Y8050189,Y8050205,,,,Y8050229,Y8050242,,railing standard
Jeep,Grand Cherokee (solo profilo verniciato) - profilo,01/11>,Profili integrati,YK835W,,Y8050195,Y8050189,,,,Y8050234,Y8050229,,,profilo integrato
Jeep,Grand Cherokee (solo profilo alluminio) - profilo,01/11>,Profili integrati,YK624W,,Y8050195,Y8050189,,,,Y8050234,Y8050229,,,profilo integrato
Jeep,Patriot - railing,10/07>12/12,Barre lungitudinali,YK328W,Y8050181,,Y8050188,,,Y8050221,,Y8050228,,,railing standard
Jeep,Renegade - railing,09/14>,Barre lungitudinali,YK328W,Y8050183,,Y8050189,Y8050205,,Y8050223,,Y8050229,Y8050242,,railing standard
Jeep,Wrangler 2p - gocciolatoio,11/18>,Grondina,YK324W,,,Y8050190,,,,,Y8050230,,,gocciolatoio
Jeep,Wrangler Unlimited 4p - gocciolatoio,11/18>,Grondina,YK324W,,,Y8050190,,,,,Y8050230,,,gocciolatoio
Kia,Carens,12/06>04/13,Tetto nudo,YK376W,Y8050181,,Y8050188,,,Y8050221,,Y8050228,,,tetto standard
Kia,Carens - railing,12/06>04/13,Barre lungitudinali,YK328W,,,Y8050188,Y8050203,,,,Y8050228,Y8050240,,railing standard
Kia,Carens - profilo,05/13>06/19,Profili integrati,YK813W,,Y8050196,Y8050188,,,,Y8050235,Y8050228,,,profilo integrato
Kia,Cee'd 5p - fixpoint,02/07>04/12,Punti fissi,YK451W,Y8050180,,Y8050188,,,Y8050220,,Y8050228,,,tetto fixpoint
Kia,Cee'd 5p - fixpoint,05/12>09/18,Punti fissi,YK451W,,Y8050194,Y8050188,,,,Y8050233,Y8050228,,,tetto fixpoint
Kia,Cee'd Sportswagon - profilo,09/12>09/18,Profili integrati,YK729W,,Y8050194,Y8050188,,,,Y8050233,Y8050228,,,profilo integrato
Kia,Cee'd Sporty Wagon - railing,09/07>08/12,Barre lungitudinali,YK328W,,,Y8050188,Y8050203,,,,Y8050228,Y8050240,,railing standard
Kia,Ceed 5p (no tetto vetro) - fixpoint,10/18>,Punti fissi,YK451W,,Y8050195,Y8050188,,,,Y8050234,Y8050228,,,tetto fixpoint
Kia,Ceed Sportswagon - profilo,10/18>,Profili integrati,YK1044W,,Y8050195,Y8050188,,,,Y8050234,Y8050228,,,profilo integrato
Kia,Niro - profilo,09/16>,Profili integrati,YK1019W,,Y8050196,Y8050188,,,,Y8050235,Y8050228,,,profilo integrato
Kia,Optima 4p (no tetto vetro),02/16>12/19,Tetto nudo,YK983W,Y8050181,,Y8050188,,,Y8050221,,Y8050228,,,tetto standard
Kia,Optima Sportwagon - profilo,10/16>12/19,Profili integrati,YK1044W,,Y8050195,Y8050188,,,,Y8050234,Y8050228,,,profilo integrato
Kia,Picanto 5p,05/11>05/17,Tetto nudo,YK745W,Y8050179,,Y8050187,,,Y8050219,,Y8050227,,,tetto standard
Kia,Pro Cee'd 3p (solo GT) - fixpoint,06/13>12/14,Punti fissi,YK439W,,Y8050194,Y8050188,,,,Y8050233,Y8050228,,,tetto fixpoint
Kia,Pro Cee'd 3p (no GT) - fixpoint,06/13>12/14,Punti fissi,YK451W,,Y8050194,Y8050188,,,,Y8050233,Y8050228,,,tetto fixpoint
Kia,Rio 5p,10/05>08/11,Tetto nudo,YK931W,Y8050180,,Y8050188,,,Y8050220,,Y8050228,,,tetto standard
Kia,Rio 5p,09/11>03/17,Tetto nudo,YK651W,,Y8050195,Y8050188,,,,Y8050234,Y8050228,,,tetto standard
Kia,Rio 5p,04/17>,Tetto nudo,YK1053W,,Y8050195,Y8050188,,,,Y8050234,Y8050228,,,tetto standard
Kia,Sorento - profilo scanalato,07/02>10/09,Profili a T,YK449W,,,Y8050188,,,,,Y8050228,,,profilo scanalato
Kia,Sorento - railing,11/09>01/15,Barre lungitudinali,YK328W,,,Y8050188,,Y8050211,,,Y8050228,,Y8050248,railing standard
Kia,Sorento - profilo,02/15>,Profili integrati,YK903W,,Y8050196,Y8050188,,,,Y8050235,Y8050228,,,profilo integrato
Kia,Soul,03/09>12/13,Tetto nudo,YK433W,Y8050181,,Y8050188,,,Y8050221,,Y8050228,,,tetto standard
Kia,Soul - railing,03/09>12/13,Barre lungitudinali,YK328W,,,Y8050188,Y8050204,,,,Y8050228,Y8050241,,railing standard
Kia,Soul (solo EV),01/14>12/19,Tetto nudo,YK857W,,Y8050196,Y8050189,,,,Y8050235,Y8050229,,,tetto standard
Kia,Soul (no EV) - fixpoint,01/14>12/19,Punti fissi,YK815W,Y8050181,,Y8050188,,,Y8050221,,Y8050228,,,tetto fixpoint
Kia,Soul (solo tetto vetro) - profilo,01/14>12/19,Profili integrati,YK813W,,Y8050196,,,,,Y8050235,,,,profilo integrato
Kia,Sportage - railing,11/04>08/10,Barre lungitudinali,YK328W,,,Y8050188,Y8050203,,,,Y8050228,Y8050240,,railing standard
Kia,Sportage,09/10>02/16,Tetto nudo,YK554W,,Y8050196,Y8050188,,,,Y8050235,Y8050228,,,tetto standard
Kia,Sportage (anche tetto vetro) - profilo,09/10>02/16,Profili integrati,YK543W,,Y8050195,Y8050188,,,,Y8050234,Y8050228,,,profilo integrato
Kia,Stonic,10/17>,Tetto nudo,YK1094W,,Y8050195,Y8050188,,,,Y8050234,Y8050228,,,tetto standard
Kia,Venga (anche tettuccio),02/10>11/19,Tetto nudo,YK784W,,Y8050196,Y8050189,,,,Y8050235,Y8050229,,,tetto standard
Lancia,Delta,06/08>06/15,Tetto nudo,YK969W,,Y8050195,Y8050188,,,,Y8050234,Y8050228,,,tetto standard
Land Rover,Discovery - profilo,01/17>,Profili integrati,YK1073W,,Y8050197,Y8050189,,,,Y8050236,Y8050229,,,profilo integrato
Land Rover,Discovery 5p - fixpoint,10/04>12/16,Punti fissi,YK436W,Y8050182,,Y8050189,,,Y8050222,,Y8050229,,,tetto fixpoint
Land Rover,Discovery 5p - railing,10/04>08/09,Barre lungitudinali,YK328W,,,Y8050189,,,,,Y8050229,,,railing standard
Land Rover,Discovery 5p - profilo scanalato,10/04>12/16,Profili a T,YK450W,,Y8050196,Y8050189,,,,Y8050235,Y8050229,,,profilo scanalato
Land Rover,Discovery Sport 5p - railing,02/15>,Barre lungitudinali,YK328W,Y8050183,,Y8050189,,,Y8050223,,Y8050229,,,railing standard
Land Rover,Evoque 5p - railing,04/11>12/18,Barre lungitudinali,YK328W,Y8050183,,Y8050189,,,Y8050223,,Y8050229,,,railing standard
Land Rover,Freelander 5p,12/06>08/15,Tetto nudo,YK455W,Y8050182,,Y8050189,,,Y8050222,,Y8050229,,,tetto standard
